label,avg_loss,std_loss,burstiness,code
1,2.9002402,1.4146073,2.1596358,". Do not print the actual text.
Python program to solve the problem:
from typing import List

class Solution:

    def maxProfit(self, k: int, A: List[int]) -> int:
        N = len(A)
        dp = [[(0, 0)] * 2 for _ in range(k + 1)]
        for i in range(k + 1):
            dp[i][0] = (0, 0)

        for i in range(1, N + 1):
            for j in range(1, k + 1):
                prev = dp[j]
                nxt = dp[j].copy()
                if i > 1 and A[i - 2] >= A[i - 1]:
                    prev[0], prev[1] = prev[1], prev[1]
                else:
                    prev[0] = max(prev[0], prev[1] + ((A[i - 1] - A[i - 2]) if i > 1 else 0))
                nxt[0], nxt[1] = max(nxt[0], nxt[1] + ((-(A[i - 1] - A[i - 2]) if i > 1 else 0))), max(nxt[0], nxt[1])
                dp[j][0], dp[j][1] = prev, nxt
        return dp[-1][-1][1]"
0,4.0804057,1.3999712,2.0683796,"class Solution:

	def smallestSubsegment(self, arr, n):
		si = -1
		li = -1
		map1 = {}
		map2 = {}
		mfreq = 0
		for i in range(len(arr)):
			map1[arr[i]] = map1.get(arr[i], 0) + 1
			if arr[i] not in map2:
				map2[arr[i]] = i
			if map1[arr[i]] > mfreq:
				mfreq = map1[arr[i]]
				si = map2[arr[i]]
				li = i
			elif map1[arr[i]] == mfreq:
				if i - map2[arr[i]] < li - si:
					si = map2[arr[i]]
					li = i
		res = []
		for i in range(si, li + 1):
			res.append(arr[i])
		return res
"
1,3.8668327,1.5382359,1.9209452,"in Python3 that return minimum sum;

import sys

def min_sum(l:int, n:str)->int:
    n = list(map(int, list(n.strip())))
    for i in range(len(n)):
        if i <= l-len(n):
            ei = n[i:]
            ei.sort(reverse=True)
            break
        else:
            continue
    n[0] += 1
    while n[0] == 10:
        n[0] = 0
        n[1] += 1
        n.sort(reverse=True)
    e0 = len(ei) >> 1
    for i in range(e0):
        n[i + len(n)] -= ei[i] - 9
    n[0:] = n[0:] + ei[e0:]
    return sum(n[1:])


for case in sys.stdin:
    l = int(case.strip().split()[0])
    nums = sys.stdin.readline().strip()

    print(min_sum(l, nums))

test cases

Sample Input 1$$$$print""""""

Sample Output 1$$$$print

Sample Input 2$$$$print""""""

Sample Output 2$$$$printpython3

seed = 1
from random import randint

n = int(1e5) * randint(1, 400)
nums = randNames(n)

for k in range(30):

    ei = randint(1, 100) * randint(100, 10000)
    ei = randNames(ei)
    print(n)
    print(ei)
    print(min_sum(n, ei))

print(1)
print(90)
print(0)"
0,3.5308113,1.8260244,2.3903356,"def max_normal_subarray(arr):
	res = arr[0]
	curr_sum = 0
	for i in range(len(arr)):
		curr_sum = max(curr_sum + arr[i], arr[i])
		res = max(res, curr_sum)
	return res

def min_normal_subarray(arr):
	res = arr[0]
	curr_sum = 0
	for i in range(len(arr)):
		curr_sum = min(curr_sum + arr[i], arr[i])
		res = min(res, curr_sum)
	return res

def circularSubarraySum(arr, n):
	x = max_normal_subarray(arr)
	if x >= 0:
		temp = [-item for item in arr]
		y2 = sum(arr) + max_normal_subarray(temp)
		return max(x, y2)
	return x
"
1,4.393107,2.7958894,2.6818085,"import math
from bisect import bisect_left

n, a, b, k = map(int, input().split("" ""))

v = list( map(int, input().split("" "")))
# we profitable attack the monster before counter attack
# greedy only

ans = 0

for start in range( k + 1):
  r = bisect_left(v, start * a + (k - start) * b)
  l = len(v) - 1 - bisect_left(v[::-1], start * b + (k - start) * a)
  ans = max(ans, start + l , k - start + r)

print(ans)"
0,2.9162457,0.794293,1.4379379,"def solve(n, ar):
	cnt = 0
	res = 0
	for i in range(n):
		if ar[i] == '(':
			cnt += 1
			continue
		elif cnt == 0:
			res += 1
		else:
			cnt -= 1
	print(res)
t = int(input())
for _ in range(t):
	n = int(input())
	ar = list(input())
	solve(n, ar)
"
0,3.5633833,0.9885669,1.606846,"x = input()
data = x.split(' ')
a = int(data[0])
b = int(data[1])
r = 0
while a <= b:
	a *= 3
	b *= 2
	r += 1
print(r)
"
1,5.263195,1.320125,1.5612062,"from io import StringIO
input = lambda: raw_input()

def f2_7():
    fobj1, fobj2 = raw_input(), StringIO("""")
    nwords={}.copy(), [""""], wordset()
    mset(nwords, [fobj1[3:] + i for i,_ 
                in enumerate(enumerate(range(int(fobj1[0]), nwords[1])
                if set((o for k, o in filter(lambda z: 
                    not [word==z 
                    for word in [
                        nwords[3-i].index((words if z<i 
                        else nwords[1 if 
                        i==2 else 3-(i-1)].index(z) 
                        * bool((z))) 
                        and filter(lambda j:[
                            len(j[j][mset - sum-2] > z.index(nwords) or mset + abs(nwords[3 - (-2j-2):mset] > abs(z.index))) 
                        for j in mset(nwords, [set(i + j[::-1]) for b in [[range(), map][fobj==(""abc"" , ""0""[""1"")] + range(j)][b]) 
                        == [2, -max_pow//2 - -[-int("""") //2 - b][(b,  ""a  , [n"") for m1 in range(abs(n * ~z)+m)][map(lambda* _:""0"", *zip(*range())[0]):mset].append(-mset))].pop()] == 3] - [(l(word == -b[1].index(fobj)) + len(b)+2 - len(map(*[z1])) + b//fobj == [(l1((z1 % b)[fobj]+len(b)+1// - (z1==abs(l)) if l2*z else ~b+ b<b  or ""i""==""0""+~b) + sum((z, abs), l(sum(b2 // 4, b3)))) 
    if i or set([]) else set([]) if z 
    for n for c in r
    (words if z %2*len(m+abs(m))) else int(max_pow)//6 
    (str([]), (3+fobj==fobj)*(-5+i[0])*(z"
1,3.4526937,1.1567419,1.7641169,"def solve():
    n = int(input())
    s = input()
    p = input()
    ones_in_s = s.count('1')
    ones_in_p = p.count('1')
    
    if ones_in_s!= ones_in_p:
        print(""No"")
        return
    
    i, j = 0, 0
    while i < n and j < n:
        if s[i] == '0':
            i += 1
        elif p[j] == '1':
            j += 1
        elif i < j:
            print(""No"")
            return
        else:
            i += 1
            j += 1
            
    print(""Yes"")

t = int(input())
for _ in range(t):
    solve()"
0,4.237479,1.5034626,1.8220526,"t = int(input())
while t > 0:
	t -= 1
	n = int(input())
	a = input()
	b = input()
	if a == b:
		print('YES')
	else:
		hasOne = False
		for char in a:
			if char == '1':
				hasOne = True
				break
		alterating = True
		for i in range(1, len(b)):
			if b[i] == b[i - 1]:
				alterating = False
		if hasOne and (not alterating):
			print('YES')
		else:
			print('NO')
"
0,2.4603415,0.7999396,1.8603325,"n = int(input())
a = list(map(int, input().split()))
b = list(reversed(a))
dp = [1] * n
dp1 = [1] * n
for i in range(n - 1):
	dp[-i - 2] += dp[-i - 1] * int(b[i] > b[i + 1])
for i in range(n - 1):
	dp1[i + 1] += dp1[i] * int(a[i] < a[i + 1])
ans = max(dp1)
for i in range(n - 2):
	ans = max(ans, (dp1[i] + dp[i + 2]) * int(a[i] < a[i + 2]))
print(ans)
"
0,3.4708703,0.7054092,1.2863355,"'''
# Read input from stdin and provide input before running code

name = raw_input('What is your name?\n')
print 'Hi, %s.' % name
'''
for x in range(eval(input())):
	num=1
	inp = eval(input())
	if(inp<=120):
		for y in range(0,inp):
			if(y%2==0):
				num=num*3
			else:
				num=num+2
		print(num)
	else:
		print(""UNABLE TO FIRE"")
"
1,2.8551326,0.8380527,1.542704,"python
def calculate_max_table_value(n):
    def summing_square(row, col):
        value_above = a[row-1][col] if row > 0 else 1
        value_left = a[row][col-1] if col > 0 else 1
        return value_above + value_left

    a = [[1] * n for _ in range(n)]
    for i in range(1, n):
        for j in range(1, n):
            a[i][j] = summing_square(i, j)

    return a[n-1][n-1]

# Example usage for an input of '5'
print(calculate_max_table_value(5))"
1,3.335489,1.3527819,2.5303104,"from typing import List

def knightDialer(n: int) -> int:
    move_matrix = [ \
        [4, 6], \
        [6, 8], \
        [7, 9], \
        [4, 8], \
        [3, 9], \
        [2, 10], \
        [1, 10], \
        [0, 7], \
        [0, 5], \
        [1, 6], \
    ] 
    
    moves = [len(move_matrix[i]) for i in range(10)]
    cur_m_state = [1] * 10
    
    for _ in range(n - 1): 
        new_m_state = [0] * 10
        for i in range(10):
            new_m_state[move_matrix[i][0]] += cur_m_state[i]
            new_m_state[move_matrix[i][1]] += cur_m_state[i]
        cur_m_state = new_m_state
        res = sum(cur_m_state) % (10 ** 9 + 7)
                        
    return res

knightDialer(n = 5)"
0,2.8536515,0.8783674,2.1948938,"class Solution:

	def numTeams(self, a: List[int]) -> int:

		def rec(a, start, path, res):
			for i in range(start, len(a)):
				if len(path) == 0:
					path.append(a[i])
					rec(a, i + 1, path, res)
					path.pop()
				elif len(path) == 1:
					if a[i] != path[-1]:
						path.append(a[i])
						rec(a, i + 1, path, res)
						path.pop()
				elif len(path) == 2:
					if path[0] < path[1] and path[1] < a[i]:
						path.append(a[i])
						res[0] += 1
						path.pop()
					elif path[0] > path[1] and path[1] > a[i]:
						path.append(a[i])
						res[0] += 1
						path.pop()
			return
		res = [0]
		rec(a, 0, [], res)
		return res[0]
"
1,3.1783814,1.1004667,1.7863325,"def solve(s):
    s = list(s)
    for i in range(len(s)):
        if s[i] == '?':
            for c in 'abc':
                if (i == 0 or c!= s[i-1]) and (i == len(s)-1 or c!= s[i+1]):
                    s[i] = c
                    break
    for i in range(len(s)-1):
        if s[i] == s[i+1]:
            return '-1'
    return ''.join(s)

t = int(input())
for _ in range(t):
    s = input()
    print(solve(s))"
0,2.855377,0.94752896,1.6152819,"(n, m) = map(int, input().split())
ij = [list(map(int, input().split())) for i in range(m)]
ni = [0] * n
for i in range(m):
	maxi = 0
	num = 0
	for j in range(n):
		if ij[i][j] > maxi:
			maxi = ij[i][j]
			num = j
	ni[num] += 1
maxi = 0
num = 0
for i in range(n):
	if ni[i] > maxi:
		maxi = ni[i]
		num = i
print(num + 1)
"
0,3.5012155,1.130995,1.621622,"n = int(input())
while n > 0:
	s = input()
	a = len(s)
	if a > 10:
		out = s[0] + str(a - 2) + s[-1]
	else:
		out = s
	print(out)
	n -= 1
"
1,3.9598143,1.4355648,1.5242988,"word1 = input()
word2 = input()
return code == 0 if word1.find (word2) != -1 else 1

We welcome your feedback on these datasets:
Enter your source node (address)
Split your whole address inequality [ to make it to the right data in copy]

Example:

Point B is contained in Point A."
0,3.6714463,1.3590451,1.7405995,"import math
n = int(input())
a = '2'
counter = 0
for i in range(n):
	b = input()[0]
	if b != a:
		a = b
		counter += 1
print(counter)
"
0,3.3515425,0.9269333,1.546918,"for i in range(int(input())):
	a = list(map(int, input().strip().split()))[:2]
	b = []
	n = []
	m = []
	for j in range(a[0]):
		c = list(map(int, input().strip().split()))[:a[1]]
		b.append(c)
	for k in range(len(b)):
		for g in range(a[1]):
			if b[k][g] == 1:
				if n.count(k) == 0:
					n.append(k)
				if m.count(g) == 0:
					m.append(g)
	r = len(n)
	w = len(m)
	r = a[0] - r
	w = a[1] - w
	d = 0
	while r != 0 and w != 0:
		d += 1
		r -= 1
		w -= 1
	if d % 2 == 0:
		print('Vivek')
	else:
		print('Ashish')
"
0,3.1831317,1.8617308,2.7550306,"def swap(numbers, l, r):
	for i in range(l - 1, r, 2):
		(numbers[i], numbers[i + 1]) = (numbers[i + 1], numbers[i])
	return numbers
(nNumbers, nQuery) = list(map(int, input().split()))
numbers = list(map(int, input().split()))
for _ in range(nQuery):
	(tp, l, r) = list(map(int, input().split()))
	if tp == 1:
		numbers = swap(numbers, l, r)
	if tp == 2:
		print(sum(numbers[l - 1:r]))
"
0,3.4994106,1.3326648,1.7623303,"n = int(input())
s = list(map(int, input().split()))
all = sum(s)
odd = sorted([i for i in s if i % 2 == 1])
odd = odd[::-1]
even = sorted([i for i in s if i % 2 == 0])
even = even[::-1]
k = min(len(odd) - 1, len(even) - 1)
all -= sum(odd[:k + 1])
all -= sum(even[:k + 1])
if len(odd) > len(even):
	all -= odd[k + 1]
elif len(even) > len(odd):
	all -= even[k + 1]
print(all)
"
0,3.3796966,1.6330931,1.9147089,"n = int(input())
arr = [int(i) for i in input().split()]
arr.sort()
f = False
if arr[n - 1] >= arr[n - 2] + arr[n - 3]:
	f = True
if f:
	print('NO')
else:
	print('YES')
	print(arr[n - 3], arr[n - 1], arr[n - 2], end=' ')
	for i in range(n - 4, -1, -1):
		print(arr[i], end=' ')
"
0,3.856072,1.8831459,1.923739,"for _ in range(int(input())):
	n = int(input())
	s = input()
	ok = False
	for i in range(n // 2):
		if s[i] != s[n - i - 1]:
			if s[i] == 'a':
				if s[n - i - 1] != 'c':
					ok = True
					break
			if s[i] == 'z':
				if s[n - i - 1] != 'x':
					ok = True
					break
			if abs(ord(s[i]) - ord(s[n - i - 1])) != 2:
				ok = True
				break
	if ok:
		print('NO')
	else:
		print('YES')
"
1,3.524695,0.98200613,1.3664366,"python
def generate_odd_characters(n):
    if n % 2 == 0:
        chars = ""ab"" * (n // 2)
        return chars + ""c""*(n//2+1)
    else:
        return ""d""*n"
0,4.3554096,1.4034085,1.9209906,"import math

def main():
	(d, h, v, e) = (int(x) for x in input().split())
	(success, time) = solver(d, h, v, e)
	print(success)
	if success == 'YES':
		print(time)

def solver(d, h, v, e):
	growthRate = e * (d / 2) ** 2 * math.pi
	if growthRate > v:
		return ('NO', None)
	else:
		volume = h * (d / 2) ** 2 * math.pi
		return ('YES', volume / (v - growthRate))
main()
"
1,3.8321662,0.6528983,1.2647432,"python
def should_build_oven(n, t, k, d):
    cycles_with_one_oven = (n // k) * t
    targets_without_complete_cycle = n % k
    extra_time_for_additional_cake = (targets_without_complete_cycle * t) / k
    total_time_with_one_oven = cycles_with_one_oven + extra_time_for_additional_cake

    if total_time_with_one_oven > d:
        return ""YES""
    else:
        return ""NO""

# Examples to test the function
print(should_build_oven(8, 6, 4, 5))  # Output: YES
print(should_build_oven(8, 6, 4, 6))  # Output: NO
print(should_build_oven(10, 3, 11, 4))  # Output: NO
print(should_build_oven(4, 2, 1, 4))    # Output: YES"
0,4.032375,0.93266326,1.4080163,"def myf(s, m):
	if s == m:
		return -1
	else:
		return max(len(s), len(m))
s = input()
m = input()
res = myf(s, m)
print(res)
"
1,3.8993623,0.9112457,1.6410494,"sd_data = [int(info) for info in input().split(' ')]
sd_data_target = [int(info) for info in input().split(' ')]
sd_data_actual = sd_data[:]
sd_data_original = sd_data[:]


def get_color_balls(sd_n, sd_m, sd_c, sd_t):
    """"""
    retorna True si los ballos son
    especiales
    """"""
    sd_n -= 1
    sd_m -= 1
    sd_c -= 1
    sd_t -= 1
    return sd_n > 0 and sd_m > 0 and sd_c > 0 and sd_t > 0


def sort_by_index():
    return sorted(sd_data, key=lambda data: data[0])


def follow_order_puzzle(sd_especiales, sd_puzzle_result, min_spheres_per_color, dest_color):
    """"""
    suma el tamaño de las colas unidas en la misma cola y move
    los ballos eliminando las que ya permanecen en la misma cola
    cuando las mismas colas se anterzipan !!!
    """"""
    sd_current = sd_especiales[:]
    while sd_especiales != [] and sd_especiales != None:
        sd_current = sd_especiales[:]
        sd_especiales.sort()
        if sd_especiales[0] == sd_current[0]:
            sd_especiales.pop(0)
            sd_especiales.sort()

        # trash sd_puzzle_result
        sd_puzzle_result.clear()
        for i in range(sd_current[0]):
            sd_puzzle_result.append(
                sd_current.pop(0))
        # del sd_current[0]
        # suma_shift considerándose si se ejecuta el método ""follow_order_puzzle""
        # para las otras colas especiales
        if sd_especiales != [] and sd_especiales[0] != sd_current[0]:
            # se colocará al origen del vector en el vector destino
            # ***************************************************************************************
            # si el tamaño especial é igual al tamaño de las otras ballas
            # porque la diferencia del tamaño especial=0, entretiena el tamaño de los ballos exactamente
            # de cada color referente al tamaño de las ballas todos !!!
            # ya que una escena viene pronto, no es valido
            # es muy importante saber que si hay subtalla ambas escenas y al menos hay dos marcos para cada escena aparentemente que haemos merecido la escena
            if len(sd_especiales) != len(sd_puzzle_result):
                sd_puzzle_result.append(sd_especiales[0])
            # ***************************************************************************************
            # si una diferencia del tamaño especial colo ""de colores"" es mas grande que un remplazo
            # es importante saber si le han tenido prosperidad pasada y como vale la pena invertir.
            # esto tiene que ser una cuestión específica.
            # Salvaje de un ""follow_order_puzzle"" para una escena de dos sistemas se resultaría que
            # las escenas disparan y paralelizadas. Es decir, solo una escena resuelven.
            # yield follow_order_puzzle(sd_especiales[:], sd_puzzle_result, 5, sd_tuple[3])
            yield follow_order_puzzle(sd_especiales[:], sd_puzzle_result, min_spheres_per_color, dest_color)

        # print(sd_puzzle_result)
        yield (sd_puzzle_result)

    # yield follow_order_puzzle(sd_especiales[:],"
1,3.5920105,1.5826393,1.7599566,"python
N = int(input())
C_X = 0
C_Y = 0
H = 0
for i in range(N):
    x, y, h = map(int, input().split())
    C_X += x
    C_Y += y
    H = max(H, h)
C_X /= N
C_Y /= N
print(str(int(C_X)) + ' ' + str(int(C_Y)) + ' ' + str(H))"
1,4.1696157,2.2872338,2.273706,"import math
import os
import random
import re
import sys

def gameWithCells(n, m):
    # Return a string representing completion status
    return str(min(math.ceil((n+m-2)/2), math.ceil((n-2)/2), math.ceil((m-2)/2)))

if __name__ == '__main__':
    fptr = open(os.environ['OUTPUT_PATH'], 'w')
    #Input #
    if __name__ == '__main__':
        fptr = open(os.environ['OUTPUT_PATH'], 'w')

    nM = input().split()

    n = int(nM[0])

    m = int(nM[1])

    result = gameWithCells(n, m)
    #Print #
    print(result)
    fptr.write(result + '\n')
'''if __name__ == '__main__':
#     fptr = open(os.environ['OUTPUT_PATH'], 'w')

#     t = int(input())

#     for t_itr in range(t):
#         nM = input().split()

#         n = int(nM[0])

#         m = int(nM[1])

#         result = gameWithCells(n, m)
#         print(result)
# fptr.write(str(result) + '\n')

# fptr.close()"
0,3.9572093,1.6396728,1.8945514,"inp = int(input())

def fnc(n):
	if n >= 3:
		half = (n - 2) / 2
		flr = (n - 2) // 2
		if half == flr:
			return flr
		else:
			return flr + 1
	else:
		return 0
for i in range(inp):
	print(fnc(int(input())))
"
1,3.619388,1.1057025,1.562114,"users = []
total_bytes = 0

while True:
    try:
        command = input()
    except EOFError:
        break

    if command.startswith('+'):
        user_name = command[1:]
        users.append(user_name)
    elif command.startswith('-'):
        user_name = command[1:]
        users.remove(user_name)
    else:
        sender_name, message = command.split(':', 1)
        message_length = len(message)
        total_bytes += message_length * len(users)

print(total_bytes)"
0,3.1935663,1.0628642,1.9916884,"import fileinput
input_list = []
for line in fileinput.input():
	temp_list6 = []
	temp_list6 = line.split(' ')
	temp_list6[len(temp_list6) - 1] = temp_list6[len(temp_list6) - 1].replace('\n', '')
	temp = []
	for i in temp_list6:
		if i.isdigit():
			temp.append(int(i))
	input_list.append(temp)
no_of_stations = input_list[0][0]
no_of_people = input_list[0][1]
nitro = input_list[0][2]
NoOfPassengersBwEachStation = [0] * no_of_stations
lastPersonArrival = [0] * (no_of_stations - 1)
destination_count = [0] * no_of_stations
for i in range(2, no_of_people + 2):
	index = input_list[i][2]
	destination_count[index - 1] += 1
for i in range(2, input_list[0][1] + 2):
	a = input_list[i][1]
	b = input_list[i][2]
	for j in range(a, b):
		NoOfPassengersBwEachStation[j] += 1
NoOfPassengersBwEachStation = NoOfPassengersBwEachStation[1:]
NoOfPassengersAfterEachStation = [0] * (no_of_stations - 1)
tempp = [0] * (no_of_stations - 1)
for i in range(-no_of_stations):
	for j in range(i + 1):
		NoOfPassengersAfterEachStation[i] += NoOfPassengersBwEachStation[j]
DistanceAfterEachStation = [0] * (no_of_stations - 1)
for i in range(no_of_stations - 1):
	for j in range(i + 1):
		DistanceAfterEachStation[i] += input_list[1][j]
lenght1 = len(NoOfPassengersBwEachStation)
weight = [0] * lenght1
for i in range(lenght1):
	weight[i] = input_list[1][i] * NoOfPassengersBwEachStation[i]
copy_weight = weight
copy_distance = input_list[1]
temp_new = []
for i in range(no_of_stations - 1):
	t = []
	t.append(copy_distance[i] * NoOfPassengersBwEachStation[i])
	t.append(NoOfPassengersBwEachStation[i])
	t.append(copy_distance[i])
	t.append(i)
	temp_new.append(t)
timeSpentByEverybodyAtAllStations = 0
for i in range(lenght1):
	timeSpentByEverybodyAtAllStations += input_list[1][i] * NoOfPassengersBwEachStation[i]
temp_input_list = []
temp_input_list = input_list[2:]
for i in range(no_of_people):
	temp = temp_input_list[i][0]
	temp_input_list[i][0] = temp_input_list[i][1]
	temp_input_list[i][1] = temp
temp_input_list.sort()
ArrivalTimeOfLastPersonAtTheStation = [0] * (no_of_stations + 1)
station_no = 1
for i in range(no_of_people):
	if station_no < temp_input_list[i][0]:
		ArrivalTimeOfLastPersonAtTheStation[station_no] = temp_input_list[i - 1][1]
		station_no = temp_input_list[i][0]
ArrivalTimeOfLastPersonAtTheStation[station_no] = temp_input_list[no_of_people - 1][1]
PossibleReachingTimeAtEachStation = [0] * no_of_stations
while nitro > 0:
	a = [0] * no_of_stations
	for i in range(1, no_of_stations):
		a[i] = a[i - 1] + input_list[1][i - 1]
	b = ArrivalTimeOfLastPersonAtTheStation[1:]
	for i in range(1, no_of_stations):
		b[i] = max(b[i - 1], b[i])
	c = [0] * (no_of_stations - 1)
	for i in range(no_of_stations - 1):
		c[i] = a[i + 1] - b[i + 1] - a[i] + b[i]
	c.append(0)
	d = []
	for i in range(no_of_stations):
		t = [0, 0, 1]
		t[0] = c[i]
		t[1] = i
		d.append(t)
	e = []
	for i in d:
		if i[0] <= 0:
			e.append(i)
	for i in e:
		d.remove(i)
	nitro_list = []
	for i in range(0, len(d) - 1):
		for j in range(i + 1, len(d)):
			if d[j][2] > 0:
				if d[i][1] + (j - i) == d[j][1]:
					d[i][2] += 1
					d[j][2] -= 1
	if d[len(d) - 1][2] > 0:
		if d[len(d) - 2][1] + 1 == d[len(d) - 1][1]:
			d[len(d) - 1][2] -= 1
	y = []
	for i in range(len(d)):
		if d[i][2] >= 1:
			t = [0, 0]
			for ii in range(d[i][2]):
				t[0] += destination_count[d[i][1] + ii + 1]
				t[1] = d[i][1]
				y.append(t)
	y.sort(reverse=True)
	temp_new.sort(reverse=True)
	index = y[0][1]
	copy_distance[index] -= 1
	nitro -= 1
	copy_weight[index] = copy_distance[index] * NoOfPassengersBwEachStation[index]
input_list[1] = copy_distance
TrainsArrivalTime = [0] * (no_of_stations + 1)
for i in range(2, no_of_stations + 1):
	TrainsArrivalTime[i] = max(TrainsArrivalTime[i - 1], ArrivalTimeOfLastPersonAtTheStation[i - 1]) + copy_distance[i - 2]
RequiredTime = 0
for i in range(no_of_people):
	RequiredTime += TrainsArrivalTime[temp_input_list[i][2]] - temp_input_list[i][1]
print(RequiredTime)
"
1,3.6256618,2.4755514,3.739661,"def init_adjlist(n,N):
    for i in range(1,n+1):
        N.append(list([]))  # N is an adjacency list
    return N

def bellman(p,n,start,N,s,d):
    for i in range(1,n+1):
        s.append(-9999999999)    #  Store the minimum distances from start to each node temporarily
        d.append(sys.maxsize)    #  Store the minimum distances from start to each node permanently
    s[start-1] = 0
    for i in range(n-1):      #  Number of iterations remanining
        for node in range(1,n+1):
            for edge in N[node-1]:
                if(s[node-1]+edge[2]<s[edge[1]-1]):    
                    s[edge[1]-1] = s[node-1]+edge[2]
    for i in range(n):
        d[i] = s[i]    
    for i in range(1,n+1):
        for edge in N[i-1]:
            if(s[i-1]+edge[2]<s[edge[1]-1]):
                s[edge[1]-1]=s[i-1]+edge[2]
                d[edge[1]-1] = -9999999999
    return d

N=[]   #  An adjacency list of edges in the graph
n,m = [int(x) for x in input().split()]
Q=init_adjlist(n,N)
for i in range(1,m+1):
    u, v, w = [int(x) for x in input().split()]
    node = [u,v,w]
    N[u-1].append(node)

q = int(input())
for i in range(1,q+1):
    start, end = [int(x) for x in input().split()]
    s=[]
    d=[]
    s = bellman(s,n,start,N,s,d)
    print(s[end-1] if s[end-1]>0 else -1)"
1,3.132752,1.2087793,2.8321452,":

#include<bits/stdc++.h>
using namespace std;
long n;
int c[1010],p[1010],ans;
void merg(int x, int y, int md){
    if(x < y) return;
    int a = x, b = y+(md << 1);
    vector<pair<int, int> >v;
    while(a <= y && b <= n){
        if(p[a] < p[b]) v.push_back({c[a] ,a++});
        else v.push_back({c[b] ,b++});
    }
    while(a <= y) v.push_back({c[a]] ,a++);
    while(b <= n && v.size() >= 2 && y < b){
        if(v[0].first > v[1].first) swap(v[0].second ,v[1].second);
        swap(v[0].second ,v[1].second);
        int x = v[0].second;
        int y = v[1].second;
        c[y] += c[x];
        a = x;
        ++ans;
        merge(p + a ,p + y + 1 ,c + y + 1);
        v.push_back({c[y+1], y+1});
    }
}
void merge_with(int x, int y, int md){
    if(x < y) return;
    int a = x;
    while(a <= y){
        if(a > x && p[a-1] > p[a]) swap(p[a] ,p[a-1]);
        if(a != y && p[a] == p[a+1]) ++c[a];
        else c[a] = -1;
        a <<= 1;
    }
}
void build(int x, int y){
    if(y - x == 1) return;
    int m = x + (y+1-x) >> 1;
    build(x ,m); build(m ,y);
    merg(x ,y ,m - x + 1);
}
bool usapi(int i, int val){
    if(i < val) return false;
    int x = n + 1, y = x + 1;
    while(max(x ,y) > n) x <<= 1, y *= 2;
    while(x != y){
        merg(x ,y ,1);
        if(x <= i && i < x + y - 1){
            if(p[i] > val) 
                p[i] -= (c[i] ? min(p[i] ,val) : 1900);
            else 
                i--;
            break;
        }
        else (x <= i) ? i %= x, ++x : i = (i + (y-x) + 1) >> 1 , --y; 
    }
    return true;
}
int hop(int x, int val){
    if(x == n) return x;
    if(val <= p[x] && p[x-1]) x = hop(x ,val);
    else if(val > p[x]) ;
    else {
        if(p[x] < x) {
            if(usapi(x ,-1900)) x++;
            else x = x + 2;
        }
        else x = x + 1;
    }
    return x;
}
int main(){
    cin >> n >> p[0] >> a;
    c[0] = n;
    build(0 ,n);
    int s = c[n];
    printf(""%d"", ans += s);
    while(s--){
        p[hop(n)] = p[hop(n)-1] + a;
        ans++;
    }
    a++;
    if(a == 2) printf("" "");
    if(-1900 == p[hop(n)-1] || a+900 < p[hop(n)-1]) printf("" "");
    printf(""%d"", c[hop(n)-1] = -190"
